sens_g0,sens_gX,util_g0,util_gX,edges_modified,seed,budget_pct,g0_method,lr,T_s,T_u,dataset,ptb_rate,location,method,g0_size
0.8506493506493507,0.9387308533916849,1.0,0.9989059080962801,305.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,SLL_G,0.25
0.8784893267651889,0.9396411092985318,1.0,0.99836867862969,331.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,SLL_G,0.5
0.9116997792494481,0.9430379746835443,0.9988962472406181,1.0,295.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,SLL_G,0.75
0.746031746031746,0.9516423357664233,1.0,0.9990875912408759,294.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,SLL,0.1
0.8376623376623377,0.9518599562363238,1.0,0.9989059080962801,309.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,SLL,0.25
0.8866995073891626,0.9575856443719413,1.0,0.99836867862969,299.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,SLL,0.5
0.9105960264900662,0.9715189873417721,0.9988962472406181,1.0,297.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,SLL,0.75
0.5873015873015873,0.9461678832116789,1.0,0.9990875912408759,0.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,CER,0.1
0.538961038961039,0.9409190371991247,1.0,0.9989059080962801,0.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,CER,0.25
0.4548440065681445,0.9070146818923328,1.0,0.99836867862969,0.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,CER,0.5
0.5154525386313465,0.8607594936708861,0.9988962472406181,1.0,0.0,123,0.25,random,100,-1,1,Polblogs,0.5,./results3.csv,CER,0.75
0.20496894409937888,0.3366120218579235,0.546583850931677,0.6014571948998179,745.0,123,0.25,random,10,-1,1,UAI,0.5,./results3.csv,SLL,0.1
0.29296875,0.34275772074815136,0.5677083333333334,0.5959112657677251,718.0,123,0.25,random,10,-1,1,UAI,0.5,./results3.csv,SLL,0.25
0.29447035309793473,0.3492975734355045,0.6002664890073285,0.5970625798212005,755.0,123,0.25,random,10,-1,1,UAI,0.5,./results3.csv,SLL,0.5
0.31448763250883394,0.3586550435865504,0.6254416961130742,0.6450809464508095,743.0,123,0.25,random,10,-1,1,UAI,0.5,./results3.csv,SLL,0.75
0.2950310559006211,0.361384335154827,0.4937888198757764,0.5202185792349727,764.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,SLL_G,0.1
0.31640625,0.3836450630709004,0.4947916666666667,0.525010874293171,766.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,SLL_G,0.25
0.32311792138574286,0.3901660280970626,0.5063291139240507,0.5280970625798213,758.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,SLL_G,0.5
0.26899293286219084,0.29514321295143214,0.5154593639575972,0.523038605230386,785.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,SLL_G,0.75
0.06521739130434782,0.3865209471766849,0.4937888198757764,0.5129326047358834,0.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,CER,0.1
0.059895833333333336,0.4201826881252719,0.4947916666666667,0.6076555023923444,0.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,CER,0.25
0.007994670219853431,0.37292464878671777,0.5063291139240507,0.5510855683269477,0.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,CER,0.5
0.053886925795053005,0.34869240348692404,0.5154593639575972,0.6102117061021171,0.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,CER,0.75
0.6640625,0.8268281740690893,0.984375,0.978017048003589,1221.0,123,0.25,random,20,-1,1,Cora,0.5,./results3.csv,REF,0.1
0.736,0.8182795698924731,0.9776,0.9801075268817204,1243.0,123,0.25,random,20,-1,1,Cora,0.5,./results3.csv,REF,0.25
0.7672697368421053,0.793538219070134,0.9802631578947368,0.9842395587076438,1271.0,123,0.25,random,20,-1,1,Cora,0.5,./results3.csv,REF,0.5
0.7411636759108211,0.7848297213622291,0.9858618814573138,0.9938080495356038,1253.0,123,0.25,random,20,-1,1,Cora,0.5,./results3.csv,REF,0.75
0.5581818181818182,0.5781317262160999,1.0,1.0,2528.0,123,0.25,random,20,-1,1,BlogCatalog,0.5,./results3.csv,REF,0.1
0.5658682634730539,0.5689119170984456,1.0,1.0,2510.0,123,0.25,random,20,-1,1,BlogCatalog,0.5,./results3.csv,REF,0.25
0.5382545174932718,0.5495183044315992,1.0,1.0,2584.0,123,0.25,random,20,-1,1,BlogCatalog,0.5,./results3.csv,REF,0.5
0.5293814432989691,0.5303951367781155,1.0,1.0,2523.0,123,0.25,random,20,-1,1,BlogCatalog,0.5,./results3.csv,REF,0.75
0.27190721649484534,0.24768348286512723,0.9896907216494846,0.9907339314605089,3795.0,123,0.25,random,20,-1,1,Flickr,0.5,./results3.csv,REF,0.1
0.2621359223300971,0.25418298326806693,0.9913132345426674,0.9903880384478462,3740.0,123,0.25,random,20,-1,1,Flickr,0.5,./results3.csv,REF,0.25
0.3253989013863458,0.3187633262260128,0.9921527596128695,0.9890724946695096,3781.0,123,0.25,random,20,-1,1,Flickr,0.5,./results3.csv,REF,0.5
0.3045855379188713,0.31128608923884515,0.9904761904761905,0.9905511811023622,3754.0,123,0.25,random,20,-1,1,Flickr,0.5,./results3.csv,REF,0.75
0.9365079365079365,0.9534671532846716,1.0,0.9990875912408759,604.0,123,0.25,random,20,-1,1,Polblogs,0.5,./results3.csv,REF,0.1
0.9448051948051948,0.9540481400437637,1.0,0.9989059080962801,630.0,123,0.25,random,20,-1,1,Polblogs,0.5,./results3.csv,REF,0.25
0.9408866995073891,0.9543230016313213,1.0,0.99836867862969,628.0,123,0.25,random,20,-1,1,Polblogs,0.5,./results3.csv,REF,0.5
0.9359823399558499,0.9430379746835443,0.9988962472406181,1.0,627.0,123,0.25,random,20,-1,1,Polblogs,0.5,./results3.csv,REF,0.75
0.35714285714285715,0.3941712204007286,0.5496894409937888,0.5595628415300546,1467.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,REF,0.1
0.359375,0.37451065680730755,0.63671875,0.6407133536320139,1501.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,REF,0.25
0.36309127248501,0.4016602809706258,0.5449700199866756,0.5593869731800766,1602.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,REF,0.5
0.31625441696113077,0.33748443337484435,0.5159010600706714,0.5242839352428393,1499.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,REF,0.75
0.06521739130434782,0.414936247723133,0.4937888198757764,0.5049180327868853,0.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,CER,0.1
0.032552083333333336,0.43323183993040454,0.4947916666666667,0.551544149630274,0.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,CER,0.25
0.05463024650233178,0.3620689655172414,0.5063291139240507,0.565772669220945,0.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,CER,0.5
0.053886925795053005,0.37359900373599003,0.5154593639575972,0.5404732254047323,0.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,CER,0.75
0.37888198757763975,0.3865209471766849,0.5527950310559007,0.5843351548269581,1467.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,REF,0.1
0.37890625,0.38408003479773817,0.58984375,0.5563288386254893,1501.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,REF,0.25
0.351765489673551,0.3735632183908046,0.502998001332445,0.4929757343550447,1602.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,REF,0.5
0.3878091872791519,0.38978829389788294,0.4880742049469965,0.47447073474470736,1499.0,123,0.25,random,20,-1,1,UAI,0.5,./results3.csv,REF,0.75
